date,area_name,healthcare_type,patients
2021-11-16,London,Patients in Hospital,1088
2021-11-16,London,Patients admitted to Hospital,92
2021-11-16,Rest of England,Patients in mechanical ventilation beds,621
2021-11-16,Rest of England,Patients in Hospital,5535
2021-11-16,Rest of England,Patients admitted to Hospital,621
2021-11-17,London,Patients in mechanical ventilation beds,178
2021-11-17,London,Patients in Hospital,1057
2021-11-17,London,Patients admitted to Hospital,96
2021-11-17,Rest of England,Patients in mechanical ventilation beds,614
2021-11-17,Rest of England,Patients in Hospital,5355
2021-11-17,Rest of England,Patients admitted to Hospital,631
2021-11-18,London,Patients in mechanical ventilation beds,173
2021-11-18,London,Patients in Hospital,1037
2021-11-18,London,Patients admitted to Hospital,104
2021-11-18,Rest of England,Patients in mechanical ventilation beds,606
2021-11-18,Rest of England,Patients in Hospital,5299
2021-11-18,Rest of England,Patients admitted to Hospital,593
2021-11-19,London,Patients in mechanical ventilation beds,172
2021-11-19,London,Patients in Hospital,1030
2021-11-19,London,Patients admitted to Hospital,76
2021-11-19,Rest of England,Patients in mechanical ventilation beds,597
2021-11-19,Rest of England,Patients in Hospital,5280
2021-11-19,Rest of England,Patients admitted to Hospital,561
2021-11-20,London,Patients in mechanical ventilation beds,171
2021-11-20,London,Patients in Hospital,1026
2021-11-20,London,Patients admitted to Hospital,86
2021-11-20,Rest of England,Patients in mechanical ventilation beds,593
2021-11-20,Rest of England,Patients in Hospital,5165
2021-11-20,Rest of England,Patients admitted to Hospital,525
2021-11-21,London,Patients in mechanical ventilation beds,176
2021-11-21,London,Patients in Hospital,1048
2021-11-21,London,Patients admitted to Hospital,86
2021-11-21,Rest of England,Patients in mechanical ventilation beds,600
2021-11-21,Rest of England,Patients in Hospital,5274
2021-11-21,Rest of England,Patients admitted to Hospital,562
2021-11-22,London,Patients in mechanical ventilation beds,180
2021-11-22,London,Patients in Hospital,1067
2021-11-22,London,Patients admitted to Hospital,73
2021-11-22,Rest of England,Patients in mechanical ventilation beds,605
2021-11-22,Rest of England,Patients in Hospital,5357
2021-11-22,Rest of England,Patients admitted to Hospital,529
2021-11-23,London,Patients in mechanical ventilation beds,180
2021-11-23,London,Patients in Hospital,1034
2021-11-23,London,Patients admitted to Hospital,81
2021-11-23,Rest of England,Patients in mechanical ventilation beds,600
2021-11-23,Rest of England,Patients in Hospital,5223
2021-11-23,Rest of England,Patients admitted to Hospital,578
2021-11-24,London,Patients in mechanical ventilation beds,173
2021-11-24,London,Patients in Hospital,1012
2021-11-24,London,Patients admitted to Hospital,108
2021-11-24,Rest of England,Patients in mechanical ventilation beds,610
2021-11-24,Rest of England,Patients in Hospital,5050
2021-11-24,Rest of England,Patients admitted to Hospital,644
2021-11-25,London,Patients in mechanical ventilation beds,170
2021-11-25,London,Patients in Hospital,1028
2021-11-25,London,Patients admitted to Hospital,90
2021-11-25,Rest of England,Patients in mechanical ventilation beds,620
2021-11-25,Rest of England,Patients in Hospital,5040
2021-11-25,Rest of England,Patients admitted to Hospital,560
2021-11-26,London,Patients in mechanical ventilation beds,174
2021-11-26,London,Patients in Hospital,1043
2021-11-26,London,Patients admitted to Hospital,106
2021-11-26,Rest of England,Patients in mechanical ventilation beds,622
2021-11-26,Rest of England,Patients in Hospital,4949
2021-11-26,Rest of England,Patients admitted to Hospital,514
2021-11-27,London,Patients in mechanical ventilation beds,165
2021-11-27,London,Patients in Hospital,989
2021-11-27,London,Patients admitted to Hospital,94
2021-11-27,Rest of England,Patients in mechanical ventilation beds,622
2021-11-27,Rest of England,Patients in Hospital,4863
2021-11-27,Rest of England,Patients admitted to Hospital,515
2021-11-28,London,Patients in mechanical ventilation beds,166
2021-11-28,London,Patients in Hospital,994
2021-11-28,London,Patients admitted to Hospital,106
2021-11-28,Rest of England,Patients in mechanical ventilation beds,627
2021-11-28,Rest of England,Patients in Hospital,4896
2021-11-28,Rest of England,Patients admitted to Hospital,501
2021-11-29,London,Patients in mechanical ventilation beds,179
2021-11-29,London,Patients in Hospital,1099
2021-11-29,London,Patients admitted to Hospital,101
2021-11-29,Rest of England,Patients in mechanical ventilation beds,614
2021-11-29,Rest of England,Patients in Hospital,4995
2021-11-29,Rest of England,Patients admitted to Hospital,568
2021-11-30,London,Patients in mechanical ventilation beds,185
2021-11-30,London,Patients in Hospital,1095
2021-11-30,London,Patients admitted to Hospital,105
2021-11-30,Rest of England,Patients in mechanical ventilation beds,621
2021-11-30,Rest of England,Patients in Hospital,5028
2021-11-30,Rest of England,Patients admitted to Hospital,594
2021-12-01,London,Patients in mechanical ventilation beds,183
2021-12-01,London,Patients in Hospital,1074
2021-12-01,London,Patients admitted to Hospital,114
2021-12-01,Rest of England,Patients in mechanical ventilation beds,590
2021-12-01,Rest of England,Patients in Hospital,4755
2021-12-01,Rest of England,Patients admitted to Hospital,584
2021-12-02,London,Patients in mechanical ventilation beds,181
2021-12-02,London,Patients in Hospital,1083
2021-12-02,London,Patients admitted to Hospital,100
2021-12-02,Rest of England,Patients in mechanical ventilation beds,593
2021-12-02,Rest of England,Patients in Hospital,4832
2021-12-02,Rest of England,Patients admitted to Hospital,619
2021-12-03,London,Patients in mechanical ventilation beds,187
2021-12-03,London,Patients in Hospital,1069
2021-12-03,London,Patients admitted to Hospital,114
2021-12-03,Rest of England,Patients in mechanical ventilation beds,596
2021-12-03,Rest of England,Patients in Hospital,4782
2021-12-03,Rest of England,Patients admitted to Hospital,510
2021-12-04,London,Patients in mechanical ventilation beds,184
2021-12-04,London,Patients in Hospital,1057
2021-12-04,London,Patients admitted to Hospital,116
2021-12-04,Rest of England,Patients in mechanical ventilation beds,591
2021-12-04,Rest of England,Patients in Hospital,4727
2021-12-04,Rest of England,Patients admitted to Hospital,519
2021-12-05,London,Patients in mechanical ventilation beds,175
2021-12-05,London,Patients in Hospital,1087
2021-12-05,London,Patients admitted to Hospital,120
2021-12-05,Rest of England,Patients in mechanical ventilation beds,595
2021-12-05,Rest of England,Patients in Hospital,4816
2021-12-05,Rest of England,Patients admitted to Hospital,608
2021-12-06,London,Patients in mechanical ventilation beds,189
2021-12-06,London,Patients in Hospital,1102
2021-12-06,London,Patients admitted to Hospital,111
2021-12-06,Rest of England,Patients in mechanical ventilation beds,604
2021-12-06,Rest of England,Patients in Hospital,4890
2021-12-06,Rest of England,Patients admitted to Hospital,625
2021-12-07,London,Patients in mechanical ventilation beds,192
2021-12-07,London,Patients in Hospital,1134
2021-12-07,London,Patients admitted to Hospital,148
2021-12-07,Rest of England,Patients in mechanical ventilation beds,587
2021-12-07,Rest of England,Patients in Hospital,4893
2021-12-07,Rest of England,Patients admitted to Hospital,651
2021-12-08,London,Patients in mechanical ventilation beds,193
2021-12-08,London,Patients in Hospital,1136
2021-12-08,London,Patients admitted to Hospital,132
2021-12-08,Rest of England,Patients in mechanical ventilation beds,585
2021-12-08,Rest of England,Patients in Hospital,4917
2021-12-08,Rest of England,Patients admitted to Hospital,622
2021-12-09,London,Patients in mechanical ventilation beds,197
2021-12-09,London,Patients in Hospital,1163
2021-12-09,London,Patients admitted to Hospital,142
2021-12-09,Rest of England,Patients in mechanical ventilation beds,595
2021-12-09,Rest of England,Patients in Hospital,4967
2021-12-09,Rest of England,Patients admitted to Hospital,657
2021-12-10,London,Patients in mechanical ventilation beds,201
2021-12-10,London,Patients in Hospital,1193
2021-12-10,London,Patients admitted to Hospital,162
2021-12-10,Rest of England,Patients in mechanical ventilation beds,592
2021-12-10,Rest of England,Patients in Hospital,4895
2021-12-10,Rest of England,Patients admitted to Hospital,545
2021-12-11,London,Patients in mechanical ventilation beds,199
2021-12-11,London,Patients in Hospital,1185
2021-12-11,London,Patients admitted to Hospital,166
2021-12-11,Rest of England,Patients in mechanical ventilation beds,586
2021-12-11,Rest of England,Patients in Hospital,4910
2021-12-11,Rest of England,Patients admitted to Hospital,530
2021-12-12,London,Patients in mechanical ventilation beds,197
2021-12-12,London,Patients in Hospital,1253
2021-12-12,London,Patients admitted to Hospital,157
2021-12-12,Rest of England,Patients in mechanical ventilation beds,591
2021-12-12,Rest of England,Patients in Hospital,4970
2021-12-12,Rest of England,Patients admitted to Hospital,615
2021-12-13,London,Patients in mechanical ventilation beds,203
2021-12-13,London,Patients in Hospital,1360
2021-12-13,London,Patients admitted to Hospital,169
2021-12-13,Rest of England,Patients in mechanical ventilation beds,592
2021-12-13,Rest of England,Patients in Hospital,5035
2021-12-13,Rest of England,Patients admitted to Hospital,625
2021-12-14,London,Patients in mechanical ventilation beds,194
2021-12-14,London,Patients in Hospital,1349
2021-12-14,London,Patients admitted to Hospital,199
2021-12-14,Rest of England,Patients in mechanical ventilation beds,601
2021-12-14,Rest of England,Patients in Hospital,5085
2021-12-14,Rest of England,Patients admitted to Hospital,616
2021-12-15,London,Patients in mechanical ventilation beds,195
2021-12-15,London,Patients in Hospital,1372
2021-12-15,London,Patients admitted to Hospital,201
2021-12-15,Rest of England,Patients in mechanical ventilation beds,591
2021-12-15,Rest of England,Patients in Hospital,4986
2021-12-15,Rest of England,Patients admitted to Hospital,604
2021-12-16,London,Patients in mechanical ventilation beds,199
2021-12-16,London,Patients in Hospital,1460
2021-12-16,London,Patients admitted to Hospital,193
2021-12-16,Rest of England,Patients in mechanical ventilation beds,584
2021-12-16,Rest of England,Patients in Hospital,4945
2021-12-16,Rest of England,Patients admitted to Hospital,584
2021-12-17,London,Patients in mechanical ventilation beds,208
2021-12-17,London,Patients in Hospital,1534
2021-12-17,London,Patients admitted to Hospital,220
2021-12-17,Rest of England,Patients in mechanical ventilation beds,581
2021-12-17,Rest of England,Patients in Hospital,4787
2021-12-17,Rest of England,Patients admitted to Hospital,523
2021-12-18,London,Patients in mechanical ventilation beds,201
2021-12-18,London,Patients in Hospital,1573
2021-12-18,London,Patients admitted to Hospital,210
2021-12-18,Rest of England,Patients in mechanical ventilation beds,566
2021-12-18,Rest of England,Patients in Hospital,4714
2021-12-18,Rest of England,Patients admitted to Hospital,525
2021-12-19,London,Patients in mechanical ventilation beds,210
2021-12-19,London,Patients in Hospital,1666
2021-12-19,London,Patients admitted to Hospital,245
2021-12-19,Rest of England,Patients in mechanical ventilation beds,557
2021-12-19,Rest of England,Patients in Hospital,4768
2021-12-19,Rest of England,Patients admitted to Hospital,681
2021-12-20,London,Patients in mechanical ventilation beds,206
2021-12-20,London,Patients in Hospital,1819
2021-12-20,London,Patients admitted to Hospital,301
2021-12-20,Rest of England,Patients in mechanical ventilation beds,562
2021-12-20,Rest of England,Patients in Hospital,4869
2021-12-20,Rest of England,Patients admitted to Hospital,760
2021-12-21,London,Patients in mechanical ventilation beds,201
2021-12-21,London,Patients in Hospital,1904
2021-12-21,London,Patients admitted to Hospital,307
2021-12-21,Rest of England,Patients in mechanical ventilation beds,556
2021-12-21,Rest of England,Patients in Hospital,4998
2021-12-21,Rest of England,Patients admitted to Hospital,791
2021-12-22,London,Patients in mechanical ventilation beds,198
2021-12-22,London,Patients in Hospital,2036
2021-12-22,London,Patients admitted to Hospital,386
2021-12-22,Rest of England,Patients in mechanical ventilation beds,547
2021-12-22,Rest of England,Patients in Hospital,5044
2021-12-22,Rest of England,Patients admitted to Hospital,860
2021-12-23,London,Patients in mechanical ventilation beds,196
2021-12-23,London,Patients in Hospital,2097
2021-12-23,London,Patients admitted to Hospital,390
2021-12-23,Rest of England,Patients in mechanical ventilation beds,551
2021-12-23,Rest of England,Patients in Hospital,5017
2021-12-23,Rest of England,Patients admitted to Hospital,862
2021-12-24,London,Patients in mechanical ventilation beds,207
2021-12-24,London,Patients in Hospital,2260
2021-12-24,London,Patients admitted to Hospital,278
2021-12-24,Rest of England,Patients in mechanical ventilation beds,535
2021-12-24,Rest of England,Patients in Hospital,5106
2021-12-24,Rest of England,Patients admitted to Hospital,742
2021-12-25,London,Patients in mechanical ventilation beds,213
2021-12-25,London,Patients in Hospital,2295
2021-12-25,London,Patients admitted to Hospital,364
2021-12-25,Rest of England,Patients in mechanical ventilation beds,532
2021-12-25,Rest of England,Patients in Hospital,4871
2021-12-25,Rest of England,Patients admitted to Hospital,917
2021-12-26,London,Patients in mechanical ventilation beds,224
2021-12-26,London,Patients in Hospital,2425
2021-12-26,London,Patients admitted to Hospital,374
2021-12-26,Rest of England,Patients in mechanical ventilation beds,534
2021-12-26,Rest of England,Patients in Hospital,5111
2021-12-26,Rest of England,Patients admitted to Hospital,1000
2021-12-27,London,Patients in mechanical ventilation beds,232
2021-12-27,London,Patients in Hospital,2640
2021-12-27,London,Patients admitted to Hospital,437
2021-12-27,Rest of England,Patients in mechanical ventilation beds,544
2021-12-27,Rest of England,Patients in Hospital,5834
2021-12-27,Rest of England,Patients admitted to Hospital,1314
2021-12-28,London,Patients in mechanical ventilation beds,216
2021-12-28,London,Patients in Hospital,3024
2021-12-28,London,Patients admitted to Hospital,456
2021-12-28,Rest of England,Patients in mechanical ventilation beds,542
2021-12-28,Rest of England,Patients in Hospital,6522
2021-12-28,Rest of England,Patients admitted to Hospital,1626
2021-12-29,London,Patients in mechanical ventilation beds,229
2021-12-29,London,Patients in Hospital,3310
2021-12-29,London,Patients admitted to Hospital,511
2021-12-29,Rest of England,Patients in mechanical ventilation beds,542
2021-12-29,Rest of England,Patients in Hospital,7152
2021-12-29,Rest of England,Patients admitted to Hospital,1859
2021-12-30,London,Patients in mechanical ventilation beds,232
2021-12-30,London,Patients in Hospital,3477
2021-12-30,London,Patients admitted to Hospital,450
2021-12-30,Rest of England,Patients in mechanical ventilation beds,550
2021-12-30,Rest of England,Patients in Hospital,7975
2021-12-30,Rest of England,Patients admitted to Hospital,1664
2021-12-31,London,Patients in mechanical ventilation beds,238
2021-12-31,London,Patients in Hospital,3636
2021-12-31,London,Patients admitted to Hospital,319
2021-12-31,Rest of England,Patients in mechanical ventilation beds,551
2021-12-31,Rest of England,Patients in Hospital,8759
2021-12-31,Rest of England,Patients admitted to Hospital,1462
2022-01-01,London,Patients in mechanical ventilation beds,229
2022-01-01,London,Patients in Hospital,3666
2022-01-01,London,Patients admitted to Hospital,314
2022-01-01,Rest of England,Patients in mechanical ventilation beds,536
2022-01-01,Rest of England,Patients in Hospital,8949
2022-01-01,Rest of England,Patients admitted to Hospital,1505
2022-01-02,London,Patients in mechanical ventilation beds,230
2022-01-02,London,Patients in Hospital,3744
2022-01-02,London,Patients admitted to Hospital,347
2022-01-02,Rest of England,Patients in mechanical ventilation beds,539
2022-01-02,Rest of England,Patients in Hospital,9407
2022-01-02,Rest of England,Patients admitted to Hospital,1534
2022-01-03,London,Patients in mechanical ventilation beds,238
2022-01-03,London,Patients in Hospital,3848
2022-01-03,London,Patients admitted to Hospital,401
2022-01-03,Rest of England,Patients in mechanical ventilation beds,539
2022-01-03,Rest of England,Patients in Hospital,10362
2022-01-03,Rest of England,Patients admitted to Hospital,1818
2022-01-04,London,Patients in mechanical ventilation beds,245
2022-01-04,London,Patients in Hospital,3993
2022-01-04,London,Patients admitted to Hospital,367
2022-01-04,Rest of England,Patients in mechanical ventilation beds,552
2022-01-04,Rest of England,Patients in Hospital,11051
2022-01-04,Rest of England,Patients admitted to Hospital,1734
2022-01-05,London,Patients in mechanical ventilation beds,236
2022-01-05,London,Patients in Hospital,4074
2022-01-05,London,Patients admitted to Hospital,366
2022-01-05,Rest of England,Patients in mechanical ventilation beds,533
2022-01-05,Rest of England,Patients in Hospital,11585
2022-01-05,Rest of England,Patients admitted to Hospital,1773
2022-01-06,London,Patients in mechanical ventilation beds,242
2022-01-06,London,Patients in Hospital,4053
2022-01-06,London,Patients admitted to Hospital,310
2022-01-06,Rest of England,Patients in mechanical ventilation beds,520
2022-01-06,Rest of England,Patients in Hospital,12005
2022-01-06,Rest of England,Patients admitted to Hospital,1733
2022-01-07,London,Patients in mechanical ventilation beds,224
2022-01-07,London,Patients in Hospital,3989
2022-01-07,London,Patients admitted to Hospital,312
2022-01-07,Rest of England,Patients in mechanical ventilation beds,504
2022-01-07,Rest of England,Patients in Hospital,12174
2022-01-07,Rest of England,Patients admitted to Hospital,1460
2022-01-08,London,Patients in mechanical ventilation beds,220
2022-01-08,London,Patients in Hospital,3819
2022-01-08,London,Patients admitted to Hospital,307
2022-01-08,Rest of England,Patients in mechanical ventilation beds,488
2022-01-08,Rest of England,Patients in Hospital,12215
2022-01-08,Rest of England,Patients admitted to Hospital,1555
2022-01-09,London,Patients in mechanical ventilation beds,224
2022-01-09,London,Patients in Hospital,3867
2022-01-09,London,Patients admitted to Hospital,277
2022-01-09,Rest of England,Patients in mechanical ventilation beds,480
2022-01-09,Rest of England,Patients in Hospital,12532
2022-01-09,Rest of England,Patients admitted to Hospital,1698
2022-01-10,London,Patients in mechanical ventilation beds,225
2022-01-10,London,Patients in Hospital,3930
2022-01-10,London,Patients admitted to Hospital,335
2022-01-10,Rest of England,Patients in mechanical ventilation beds,482
2022-01-10,Rest of England,Patients in Hospital,13190
2022-01-10,Rest of England,Patients admitted to Hospital,1845
2022-01-11,London,Patients in mechanical ventilation beds,219
2022-01-11,London,Patients in Hospital,3826
2022-01-11,London,Patients admitted to Hospital,314
2022-01-11,Rest of England,Patients in mechanical ventilation beds,467
2022-01-11,Rest of England,Patients in Hospital,13113
2022-01-11,Rest of England,Patients admitted to Hospital,1813
2022-01-12,London,Patients in mechanical ventilation beds,228
2022-01-12,London,Patients in Hospital,3797
2022-01-12,London,Patients admitted to Hospital,306
2022-01-12,Rest of England,Patients in mechanical ventilation beds,444
2022-01-12,Rest of England,Patients in Hospital,13084
2022-01-12,Rest of England,Patients admitted to Hospital,1649
2022-01-13,London,Patients in mechanical ventilation beds,217
2022-01-13,London,Patients in Hospital,3662
2022-01-13,London,Patients admitted to Hospital,304
2022-01-13,Rest of England,Patients in mechanical ventilation beds,449
2022-01-13,Rest of England,Patients in Hospital,13054
2022-01-13,Rest of England,Patients admitted to Hospital,1612
2022-01-14,London,Patients in mechanical ventilation beds,204
2022-01-14,London,Patients in Hospital,3572
2022-01-14,London,Patients admitted to Hospital,276
2022-01-14,Rest of England,Patients in mechanical ventilation beds,433
2022-01-14,Rest of England,Patients in Hospital,12965
2022-01-14,Rest of England,Patients admitted to Hospital,1416
2022-01-15,London,Patients in mechanical ventilation beds,204
2022-01-15,London,Patients in Hospital,3464
2022-01-15,London,Patients admitted to Hospital,253
2022-01-15,Rest of England,Patients in mechanical ventilation beds,404
2022-01-15,Rest of England,Patients in Hospital,12817
2022-01-15,Rest of England,Patients admitted to Hospital,1351
2022-01-16,London,Patients in mechanical ventilation beds,211
2022-01-16,London,Patients in Hospital,3464
2022-01-16,London,Patients admitted to Hospital,304
2022-01-16,Rest of England,Patients in mechanical ventilation beds,408
2022-01-16,Rest of England,Patients in Hospital,12908
2022-01-16,Rest of England,Patients admitted to Hospital,1464
2022-01-17,London,Patients in mechanical ventilation beds,219
2022-01-17,London,Patients in Hospital,3537
2022-01-17,London,Patients admitted to Hospital,235
2022-01-17,Rest of England,Patients in mechanical ventilation beds,404
2022-01-17,Rest of England,Patients in Hospital,13084
2022-01-17,Rest of England,Patients admitted to Hospital,1573
2022-01-18,London,Patients in mechanical ventilation beds,214
2022-01-18,London,Patients in Hospital,3385
2022-01-18,London,Patients admitted to Hospital,301
2022-01-18,Rest of England,Patients in mechanical ventilation beds,400
2022-01-18,Rest of England,Patients in Hospital,12833
2022-01-18,Rest of England,Patients admitted to Hospital,1493
2022-01-19,London,Patients in mechanical ventilation beds,197
2022-01-19,London,Patients in Hospital,3179
2022-01-19,London,Patients admitted to Hospital,285
2022-01-19,Rest of England,Patients in mechanical ventilation beds,389
2022-01-19,Rest of England,Patients in Hospital,12563
2022-01-19,Rest of England,Patients admitted to Hospital,1493
2022-01-20,London,Patients in mechanical ventilation beds,191
2022-01-20,London,Patients in Hospital,3059
2022-01-20,London,Patients admitted to Hospital,224
2022-01-20,Rest of England,Patients in mechanical ventilation beds,382
2022-01-20,Rest of England,Patients in Hospital,12243
2022-01-20,Rest of England,Patients admitted to Hospital,1474
2022-01-21,London,Patients in mechanical ventilation beds,189
2022-01-21,London,Patients in Hospital,2918
2022-01-21,London,Patients admitted to Hospital,210
2022-01-21,Rest of England,Patients in mechanical ventilation beds,363
2022-01-21,Rest of England,Patients in Hospital,11947
2022-01-21,Rest of England,Patients admitted to Hospital,1243
2022-01-22,London,Patients in mechanical ventilation beds,184
2022-01-22,London,Patients in Hospital,2677
2022-01-22,London,Patients admitted to Hospital,183
2022-01-22,Rest of England,Patients in mechanical ventilation beds,361
2022-01-22,Rest of England,Patients in Hospital,11643
2022-01-22,Rest of England,Patients admitted to Hospital,1094
2022-01-23,London,Patients in mechanical ventilation beds,183
2022-01-23,London,Patients in Hospital,2743
2022-01-23,London,Patients admitted to Hospital,230
2022-01-23,Rest of England,Patients in mechanical ventilation beds,341
2022-01-23,Rest of England,Patients in Hospital,11591
2022-01-23,Rest of England,Patients admitted to Hospital,1305
2022-01-24,London,Patients in mechanical ventilation beds,185
2022-01-24,London,Patients in Hospital,2792
2022-01-24,London,Patients admitted to Hospital,231
2022-01-24,Rest of England,Patients in mechanical ventilation beds,336
2022-01-24,Rest of England,Patients in Hospital,11771
2022-01-24,Rest of England,Patients admitted to Hospital,1362
2022-01-25,London,Patients in mechanical ventilation beds,180
2022-01-25,London,Patients in Hospital,2762
2022-01-25,London,Patients admitted to Hospital,213
2022-01-25,Rest of England,Patients in mechanical ventilation beds,321
2022-01-25,Rest of England,Patients in Hospital,11326
2022-01-25,Rest of England,Patients admitted to Hospital,1468
2022-01-26,London,Patients in mechanical ventilation beds,176
2022-01-26,London,Patients in Hospital,2685
2022-01-26,London,Patients admitted to Hospital,226
2022-01-26,Rest of England,Patients in mechanical ventilation beds,317
2022-01-26,Rest of England,Patients in Hospital,11263
2022-01-26,Rest of England,Patients admitted to Hospital,1463
2022-01-27,London,Patients in mechanical ventilation beds,166
2022-01-27,London,Patients in Hospital,2602
2022-01-27,London,Patients admitted to Hospital,188
2022-01-27,Rest of England,Patients in mechanical ventilation beds,315
2022-01-27,Rest of England,Patients in Hospital,11049
2022-01-27,Rest of England,Patients admitted to Hospital,1315
2022-01-28,London,Patients in mechanical ventilation beds,164
2022-01-28,London,Patients in Hospital,2537
2022-01-28,London,Patients admitted to Hospital,185
2022-01-28,Rest of England,Patients in mechanical ventilation beds,303
2022-01-28,Rest of England,Patients in Hospital,10925
2022-01-28,Rest of England,Patients admitted to Hospital,1157
2022-01-29,London,Patients in mechanical ventilation beds,168
2022-01-29,London,Patients in Hospital,2466
2022-01-29,London,Patients admitted to Hospital,176
2022-01-29,Rest of England,Patients in mechanical ventilation beds,290
2022-01-29,Rest of England,Patients in Hospital,10206
2022-01-29,Rest of England,Patients admitted to Hospital,1149
2022-01-30,London,Patients in mechanical ventilation beds,176
2022-01-30,London,Patients in Hospital,2448
2022-01-30,London,Patients admitted to Hospital,175
2022-01-30,Rest of England,Patients in mechanical ventilation beds,281
2022-01-30,Rest of England,Patients in Hospital,10544
2022-01-30,Rest of England,Patients admitted to Hospital,1110
2022-01-31,London,Patients in mechanical ventilation beds,158
2022-01-31,London,Patients in Hospital,2492
2022-01-31,London,Patients admitted to Hospital,185
2022-01-31,Rest of England,Patients in mechanical ventilation beds,291
2022-01-31,Rest of England,Patients in Hospital,10839
2022-01-31,Rest of England,Patients admitted to Hospital,1266
2022-02-01,London,Patients in mechanical ventilation beds,159
2022-02-01,London,Patients in Hospital,2468
2022-02-01,London,Patients admitted to Hospital,199
2022-02-01,Rest of England,Patients in mechanical ventilation beds,290
2022-02-01,Rest of England,Patients in Hospital,10428
2022-02-01,Rest of England,Patients admitted to Hospital,1338
2022-02-02,London,Patients in mechanical ventilation beds,158
2022-02-02,London,Patients in Hospital,2451
2022-02-02,London,Patients admitted to Hospital,218
2022-02-02,Rest of England,Patients in mechanical ventilation beds,274
2022-02-02,Rest of England,Patients in Hospital,10126
2022-02-02,Rest of England,Patients admitted to Hospital,1233
2022-02-03,London,Patients in mechanical ventilation beds,152
2022-02-03,London,Patients in Hospital,2370
2022-02-03,London,Patients admitted to Hospital,195
2022-02-03,Rest of England,Patients in mechanical ventilation beds,277
2022-02-03,Rest of England,Patients in Hospital,10053
2022-02-03,Rest of England,Patients admitted to Hospital,1097
2022-02-04,London,Patients in mechanical ventilation beds,152
2022-02-04,London,Patients in Hospital,2321
2022-02-04,London,Patients admitted to Hospital,175
2022-02-04,Rest of England,Patients in mechanical ventilation beds,273
2022-02-04,Rest of England,Patients in Hospital,9711
2022-02-04,Rest of England,Patients admitted to Hospital,1011
2022-02-05,London,Patients in mechanical ventilation beds,144
2022-02-05,London,Patients in Hospital,2230
2022-02-05,London,Patients admitted to Hospital,158
2022-02-05,Rest of England,Patients in mechanical ventilation beds,265
2022-02-05,Rest of England,Patients in Hospital,9374
2022-02-05,Rest of England,Patients admitted to Hospital,919
2022-02-06,London,Patients in mechanical ventilation beds,139
2022-02-06,London,Patients in Hospital,2262
2022-02-06,London,Patients admitted to Hospital,175
2022-02-06,Rest of England,Patients in mechanical ventilation beds,252
2022-02-06,Rest of England,Patients in Hospital,9267
2022-02-06,Rest of England,Patients admitted to Hospital,1036
2022-02-07,London,Patients in mechanical ventilation beds,143
2022-02-07,London,Patients in Hospital,2310
2022-02-07,London,Patients admitted to Hospital,186
2022-02-07,Rest of England,Patients in mechanical ventilation beds,252
2022-02-07,Rest of England,Patients in Hospital,9400
2022-02-07,Rest of England,Patients admitted to Hospital,1048
2022-02-08,London,Patients in mechanical ventilation beds,139
2022-02-08,London,Patients in Hospital,2291
2022-02-08,London,Patients admitted to Hospital,178
2022-02-08,Rest of England,Patients in mechanical ventilation beds,246
2022-02-08,Rest of England,Patients in Hospital,9180
2022-02-08,Rest of England,Patients admitted to Hospital,1088
2022-02-09,London,Patients in mechanical ventilation beds,137
2022-02-09,London,Patients in Hospital,2211
2022-02-09,London,Patients admitted to Hospital,163
2022-02-09,Rest of England,Patients in mechanical ventilation beds,247
2022-02-09,Rest of England,Patients in Hospital,8860
2022-02-09,Rest of England,Patients admitted to Hospital,1057
2022-02-10,London,Patients in mechanical ventilation beds,137
2022-02-10,London,Patients in Hospital,2122
2022-02-10,London,Patients admitted to Hospital,154
2022-02-10,Rest of England,Patients in mechanical ventilation beds,247
2022-02-10,Rest of England,Patients in Hospital,8612
2022-02-10,Rest of England,Patients admitted to Hospital,1013
2022-02-11,London,Patients in mechanical ventilation beds,137
2022-02-11,London,Patients in Hospital,2042
2022-02-11,London,Patients admitted to Hospital,161
2022-02-11,Rest of England,Patients in mechanical ventilation beds,235
2022-02-11,Rest of England,Patients in Hospital,8325
2022-02-11,Rest of England,Patients admitted to Hospital,835
2022-02-12,London,Patients in mechanical ventilation beds,133
2022-02-12,London,Patients in Hospital,2003
2022-02-12,London,Patients admitted to Hospital,139
2022-02-12,Rest of England,Patients in mechanical ventilation beds,227
2022-02-12,Rest of England,Patients in Hospital,8007
2022-02-12,Rest of England,Patients admitted to Hospital,850
2022-02-13,London,Patients in mechanical ventilation beds,129
2022-02-13,London,Patients in Hospital,2015
2022-02-13,London,Patients admitted to Hospital,132
2022-02-13,Rest of England,Patients in mechanical ventilation beds,219
2022-02-13,Rest of England,Patients in Hospital,8034
2022-02-13,Rest of England,Patients admitted to Hospital,897
2022-02-14,London,Patients in mechanical ventilation beds,132
2022-02-14,London,Patients in Hospital,2071
2022-02-14,London,Patients admitted to Hospital,160
2022-02-14,Rest of England,Patients in mechanical ventilation beds,223
2022-02-14,Rest of England,Patients in Hospital,8202
2022-02-14,Rest of England,Patients admitted to Hospital,972
2022-02-15,London,Patients in mechanical ventilation beds,119
2022-02-15,London,Patients in Hospital,2031
2022-02-15,London,Patients admitted to Hospital,137
2022-02-15,Rest of England,Patients in mechanical ventilation beds,204
2022-02-15,Rest of England,Patients in Hospital,7988
